index,review,tokens_join,true,fold,pred
660,各方面条件都不错，只是房间、卫生间较小。干净整洁，隔音效果好。,各 方面 条件 不错 ， 只是 房间 、 卫生间 较 小 。 干净 整洁 ， 隔音 效果 好 。,1,4,0
3909,第一次从网上订房确实很迷茫，不知道住哪家比较好，通过看携程的介绍加其他住过的客人评价，最后还是选择了离火车站最近的城市青年酒店，事实证明我的选择时正确的。总体来说我对本次的旅程非常满意，酒店整体设施比较完备，环境较好，最主要是方便快捷，如果说下次旅行选择订酒店，我还会选择城市青年。,第一次 从 网上 订房 确实 迷茫 ， 知道 住 哪家 比较 好 ， 通过 看 携程 介绍 加 其他 住 过 客人 评价 ， 最后 还是 选择 离 火车站 最近 城市 青年 酒店 ， 事实证明 选择 时 正确 。 总体 来说 对 本次 旅程 非常 满意 ， 酒店 整体 设施 比较 完备 ， 环境 较 好 ， 最 主要 方便快捷 ， 如果说 下次 旅行 选择 订 酒店 ， 还 会 选择 城市 青年 。,1,1,0
831,"交通:便利的,随便叫辆taxi,肯定知道的;装饰:格调比较深,风格吧.洗浴用品过得去,浴巾显得旧了;服务:订夜宵,能够给予明确的解决方案,让我们叫外卖,不过要自行通过114查询电话似乎有改进的余地;早餐:寒碜2个字.没啥吃的.同时,超过9点的话,几乎没东西可以吃了.和价位类似的酒店例如梅园相比,有很大差距.也是我在类似住房价位吃的最差的一次早餐;其他:checkin的mm值得表扬.携程电话订后10分钟到酒店,酒店尚未收到传真.能够帮我联系携程,而且态度很诚恳.checkout的mm中规中矩.门童,出酒店的时候吝啬于说声:先生好再见再见之类的话语.可能我吹毛求疵?","交通 : 便利 , 随便 叫辆 taxi , 肯定 知道 ; 装饰 : 格调 比较 深 , 风格 吧 . 洗浴 用品 过得去 , 浴巾 显得 旧 ; 服务 : 订 夜宵 , 能够 给予 明确 解决方案 , 让 我们 叫外卖 , 不过 要 自行 通过 114 查询电话 似乎 改进 余地 ; 早餐 : 寒碜 2 个 字 . 没 啥 吃 . 同时 , 超过 9 点 的话 , 几乎 没 东西 可以 吃 . 价位 类似 酒店 例如 梅园 相比 , 很大 差距 . 类似 住房 价位 吃 最差 一次 早餐 ; 其他 : checkin mm 值得 表扬 . 携程 电话 订后 10 分钟 到 酒店 , 酒店 尚未 收到 传真 . 能够 帮 联系 携程 , 而且 态度 诚恳 . checkout mm 中规中矩 . 门童 , 出 酒店 时候 吝啬 于 说 声 : 先生 好 再见 再见 之类 话语 . 可能 吹毛求疵 ?",1,3,0
2299,非常好的一家酒店!房间特别棒!很喜欢!老美都说是NICEHOTEL.下次来就这家了!宾馆反馈2008年4月14日：您的满意是我们最大的追求，期待着您的再来光临！,非常 好 一家 酒店 ! 房间 特别 棒 ! 喜欢 ! 老美 说 NICEHOTEL . 下次 来 这家 ! 宾馆 反馈 2008 年 4 月 14 日 ： 您 满意 我们 最大 追求 ， 期待 着 您 再 来 光临 ！,1,1,0
1075,房间早餐都还不错，和价格成正比。也比较安静，大概就这样吧,房间 早餐 还 不错 ， 价格 成正比 。 比较 安静 ， 大概 这样 吧,1,4,0
4037,今年年初新开的酒店，房间设施很新，感觉十分不错，性价比很高，在宝山区个人认为比宝山宾馆好很多。到宝钢办业务的人员最佳选择。,今年年初 新开 酒店 ， 房间 设施 新 ， 感觉 十分 不错 ， 性价比 高 ， 宝山区 个人 认为 比 宝山 宾馆 好 很多 。 到 宝钢 办 业务 人员 最佳 选择 。,1,2,0
4608,个人感觉性价比不是很高，与房价相比，服务的质量显然不到位。离店时开发票，服务员竟告知用完了。不适合商旅出行，居家旅游倒是还可以，可以做饭、烫衣服，还有洗衣机，酒店挺干净，设施也比较齐全。,个人感觉 性价比 不是 高 ， 与 房价 相比 ， 服务 质量 显然 到位 。 离店 时 开发票 ， 服务员 竟 告知 用 完 。 适合 商旅 出行 ， 居家 旅游 倒 还 可以 ， 可以 做饭 、 烫 衣服 ， 还有 洗衣机 ， 酒店 挺 干净 ， 设施 比较 齐全 。,1,5,0
3786,安全周到早餐也越做越好所以连续住过几次都不想更换别的酒店价格也适中,安全 周到 早餐 越做越 好 所以 连续 住 过 几次 不想 更换 别的 酒店 价格 适中,1,4,0
3415,看了携程的评分不错，选择这家酒店。5月10日入住电脑商务房，服务非常体贴周到。电脑，网络，传真和打印机，一应俱全，为工作带来极大便利。在楼下大厅见客户，还热情提供茶水。另外，早餐38元相当不错。下次一定还选择这家酒店。,看 携程 评分 不错 ， 选择 这家 酒店 。 5 月 10 日 入住 电脑 商务 房 ， 服务 非常 体贴 周到 。 电脑 ， 网络 ， 传真 打印机 ， 一应俱全 ， 为 工作 带来 极大 便利 。 楼下 大厅 见 客户 ， 还 热情 提供 茶水 。 另外 ， 早餐 38 元 相当 不错 。 下次 一定 还 选择 这家 酒店 。,1,4,0
464,就算是在上海也是非常好的酒店哦，虽然价格高，不过个人感觉对得起这个价格，这次非常遗憾，来黄山什么都没有看到，下次肯定会再来，而且下次肯定也是住北海啦！！！！,就算 上海 非常 好 酒店 哦 ， 虽然 价格 高 ， 不过 个人感觉 对得起 这个 价格 ， 这次 非常 遗憾 ， 来 黄山 什么 没有 看到 ， 下次 肯定 会 再 来 ， 而且 下次 肯定 住 北海 啦 ！ ！ ！ ！,1,3,0
2026,算是海口市比较好的酒店了。处于市中心，购物方便。服务态度好。保险柜出问题了叫人来开，打个电话很快几个人就来搞定了。结果他们走了之后，设定密码还是弄不好，再次叫他们过来指导，也是很快就来了，没有厌烦，很好的笑脸。,算是 海口市 比较 好 酒店 。 处于 市中心 ， 购物 方便 。 服务态度 好 。 保险柜 出 问题 叫 人来 开 ， 打个 电话 很快 几个 来 搞定 。 结果 他们 走 之后 ， 设定 密码 还是 弄不好 ， 再次 叫 他们 过来 指导 ， 很快 来 ， 没有 厌烦 ， 好 笑脸 。,1,4,0
622,房间还算可以，就是旧了些。早餐没有酸奶，有些美中不足。,房间 还 算 可以 ， 就是 旧 些 。 早餐 没有 酸奶 ， 有些 美中不足 。,1,2,0
496,"地理位置佳.只是,所订的附楼与白鹭洲大酒店主楼是两码事.原来好像叫矿业大厦.现在与白鹭洲酒店合营吧.房间比较大,只是装修等相对比较旧了.刚开房间门有一点点霉味.好在只是在那里睡了5,6个小时而已.唯一的优点:靠近沅当湖,早晨起来空气清新.","地理位置 佳 . 只是 , 所订 附楼 与 白鹭洲 大酒店 主楼 两码事 . 原来 好像 叫 矿业 大厦 . 现在 与 白鹭洲 酒店 合营 吧 . 房间 比较 大 , 只是 装修 等 相对 比较 旧 . 刚 开房间 门有 一点点 霉味 . 好 只是 那里 睡 5 , 6 个 小时 而已 . 唯一 优点 : 靠近 沅 当湖 , 早晨 起来 空气清新 .",1,5,0
1956,如果一个人住，挑18号的大床房，两面有窗户，光线好。房间的环境不过不失，就是空调声稍微大些，但上网速度奇快！down一部400多兆的电影用了约4分钟！有水果送，服务态度比较好！以前楼下咖啡厅有免费下午茶送，但现在取消了，有点过份！早餐简单，不算好。到市区办事还算方便，酒店大堂出去转左的小巷口有个吃粉的地方，价格便宜好吃（自我感觉）。总体喜欢此酒店！,如果 一个 人住 ， 挑 18 号 大床 房 ， 两面 窗户 ， 光线 好 。 房间 环境 不过 不失 ， 就是 空调 声 稍微 大 些 ， 但 上网 速度 奇快 ！ down 一部 400 多兆 电影 用 约 4 分钟 ！ 水果 送 ， 服务态度 比较 好 ！ 以前 楼下 咖啡厅 免费 下午茶 送 ， 但 现在 取消 ， 有点 过份 ！ 早餐 简单 ， 不算 好 。 到 市区 办事 还 算 方便 ， 酒店 大堂 出去 转 左 小 巷口 有个 吃 粉 地方 ， 价格便宜 好吃 （ 自我感觉 ） 。 总体 喜欢 此 酒店 ！,1,1,0
1063,还行宾馆的设施还是比较全的，服务也比较好，只是我住的那个房间看不到西湖，５５５５５５５５,还 行 宾馆 设施 还是 比较 全 ， 服务 比较 好 ， 只是 住 那个 房间 看不到 西湖 ， ５ ５ ５ ５ ５ ５ ５ ５,1,1,0
4831,酒店门口的路修好了，客房也装修好了，感觉非常不错~~~！新装修的客房比原来的要好很多，很上档次，还赠送很多东西呢~~~比起那个柳州饭店好多了。酒店服务员也很热情~！以后来柳州都住这里。宾馆反馈2008年8月11日：非常感谢您对我酒店的支持与肯定！期待您的下次光临：）,酒店 门口 路 修好 ， 客房 装修 好 ， 感觉 非常 不错 ~ ~ ~ ！ 新装修 客房 比 原来 要 好 很多 ， 上档次 ， 还 赠送 很多 东西 呢 ~ ~ ~ 比起 那个 柳州 饭店 好多 。 酒店 服务员 热情 ~ ！ 以后 来 柳州 住 这里 。 宾馆 反馈 2008 年 8 月 11 日 ： 非常 感谢您 对 酒店 支持 与 肯定 ！ 期待 您 下次 光临 ： ）,1,4,0
1670,装修不错，服务不错，价格有一点点高！！如果价格能少一点，我想会更多的人入住,装修 不错 ， 服务 不错 ， 价格 一点点 高 ！ ！ 如果 价格 能少 一点 ， 我想会 更 多 入住,1,2,0
2533,慈溪酒店挺多的，国际相对其他酒店来说，交通比较方便。实在不认识路，问下路人估计应该都知道。作为一家四星的酒店，应该来说，该有的都有了，大堂挺气派的。一楼的房间跟其他的有点不同，可能价钱稍微便宜的缘故吧。总的来说，性价比还是比较高的。,慈溪 酒店 挺 多 ， 国际 相对 其他 酒店 来说 ， 交通 比较 方便 。 实在 认识 路 ， 问下路 估计 应该 知道 。 作为 一家 四星 酒店 ， 应该 来说 ， 该 ， 大堂 挺 气派 。 一楼 房间 跟 其他 有点 不同 ， 可能 价钱 稍微 便宜 缘故 吧 。 总的来说 ， 性价比 还是 比较 高 。,1,5,0
3847,房间有点小。但总的来说还不错，尤其是电话免费、宽带免费。在阜阳应该是最好的了。,房间 有点 小 。 但 总的来说 还 不错 ， 尤其 电话 免费 、 宽带 免费 。 阜阳 应该 最好 。,1,2,0
2325,房间设施装修都不错，服务到位，餐厅早餐还够的上标准，但发现餐具清洗的有些问题。我们一家三口连续住了三天，每天都发现餐盘和咖啡杯上有污迹，算是美中不足的一点缺憾吧。,房间 设施 装修 不错 ， 服务到位 ， 餐厅 早餐 还够 上 标准 ， 但 发现 餐具 清洗 有些 问题 。 我们 一家 三口 连续 住 三天 ， 每天 发现 餐盘 咖啡杯 上 污迹 ， 算是 美中不足 一点 缺憾 吧 。,1,1,0
