review,tokens_join,sentiment_score,sentiment_label
"这里的房间是比较舒适,只是地理位置不如解放杯和江北了,也就算了吧,这也不算hotel的错,只是服务上,大堂的人永远比较冷漠,服务生缺少微笑,连要一张停车拳他都会向警察一样用审问的态度问很多问题:比如房间号,车牌号,然后看到房间是我先生登记的,看我又是个女的,表示完全不相信,要我说我先生的生日....不就是个停车拳么?事实上这个hotel","这里 房间 比较 舒适 , 只是 地理位置 不如 解放 杯 江北 , 就算 吧 , 不算 hotel 错 , 只是 服务 上 , 大堂 永远 比较 冷漠 , 服务生 缺少 微笑 , 连要 一张 停车 拳 他 会 向 警察 一样 用 审问 态度 问 很多 问题 : 比如 房间 号 , 车牌号 , 然后 看到 房间 先生 登记 , 看 又 个 女 , 表示 完全 相信 , 要 说 先生 生日 .... 就是 个 停车 拳 么 ? 事实上 这个 hotel",0.000107256546885,0
基本和大家的评论一样，交通比较方便，去上下九地铁站都很方便，广州的地铁站标示太不明显了。坐地铁出行很方便，不过由于地铁站在沙面的一边而宾馆在另一边所以每次要在沙面里面走挺长一截。不过路上大树很多走起来也挺不错。房间的卫生间很大，老婆比较满意。有冰箱夏天去很方便。由于没带笔记本网络没有用。唯一的问题就是由于在沙面水果还有一些小的日用品购买起来不方便。要买水果必须到街对面去，而沙面只有两边有桥能过去，要走好远。建议出去逛街回来的路上就买好水果。另外在沙面照婚纱和模特取景的真的挺多的呵呵,基本 大家 评论 一样 ， 交通 比较 方便 ， 去 上下 九 地铁站 方便 ， 广州 地铁站 标示 太 明显 。 坐地铁 出行 方便 ， 不过 由于 地铁站 沙面 一边 而 宾馆 另一边 所以 每次 要 沙面 里面 走挺长 一截 。 不过 路上 大树 很多 走 起来 挺不错 。 房间 卫生间 很大 ， 老婆 比较满意 。 冰箱 夏天 去 方便 。 由于 没带 笔记本 网络 没有 用 。 唯一 问题 就是 由于 沙面 水果 还有 一些 小 日用品 购买 起来 方便 。 要 买 水果 必须 到 街 对面 去 ， 而 沙面 只有 两边 有桥 能 过去 ， 要 走 好 远 。 建议 出去 逛街 回来 路上 买好 水果 。 另外 沙面 照 婚纱 模特 取景 真的 挺 多 呵呵,0.9995436253690724,1
地段很好，很方便。服务也算不错。这个价钱还是非常值得的。,地段 好 ， 方便 。 服务 算 不错 。 这个 价钱 还是 非常 值得 。,0.9835562525258508,1
因为到达时间有点晚，所以携程的房间取消了。只好拿了2个套房和4个单间。房间是日式的，面积确实太小了。单人床只有1.1米宽！没想到是经济型酒店，很失望。浴室没有干湿隔断，洗完澡，水漫金山，拖鞋湿了，地砖特滑。优点是房间新，风格时尚，有浴袍，拖鞋质量还行。,因为 到达 时间 有点 晚 ， 所以 携程 房间 取消 。 只好 拿 2 个 套房 4 个 单间 。 房间 日式 ， 面积 确实 太小 。 单人床 只有 1.1 米 宽 ！ 没想到 经济型 酒店 ， 失望 。 浴室 没有 干湿 隔断 ， 洗完 澡 ， 水漫金山 ， 拖鞋 湿 ， 地砖 特滑 。 优点 房间 新 ， 风格 时尚 ， 浴袍 ， 拖鞋 质量 还 行 。,2.6821123100262407e-10,0
"还好了!朋友建议入住的酒店,可以接受了,有机会会尝试其他酒店对比","还好 ! 朋友 建议 入住 酒店 , 可以 接受 , 机会 会 尝试 其他 酒店 对比",0.8548993940813157,1
"酒店设施稍显陈旧,但干净整洁,早餐六点开始(很好),品种较多,但明档的食品六点去是吃不到的,略显遗憾啊","酒店设施 稍显 陈旧 , 但 干净 整洁 , 早餐 六点 开始 ( 好 ) , 品种 较 多 , 但明 档 食品 六点 去 吃 不到 , 略显 遗憾 啊",0.979756864183186,1
"酒店不管是外观还是内部设施都已经落后了,提醒一下,酒店2007年装修,那只是10-14层,恐怕携程的客人是无缘入住了.其实地理位置也一般,虽然步行15分钟到步行街,但每天的往返还不如住在附近.总之,488的价格太不值了.","酒店 不管 外观 还是 内部 设施 已经 落后 , 提醒 一下 , 酒店 2007 年 装修 , 那 只是 10 - 14 层 , 恐怕 携程 客人 无缘 入住 . 其实 地理位置 一般 , 虽然 步行 15 分钟 到 步行街 , 但 每天 往返 还 不如 住 附近 . 总之 , 488 价格 太 不值 .",0.002236573980734,0
回来2天了，很忙，没来得及评价，今天周末得闲谈谈入住海景酒店的感触。我是7.25---7.30入住海景的，因为是家里人度假，加之孩子比较小（5岁），所以在决定去青岛度假时上网查了青岛酒店的情况，原来定的是栈桥王子酒店，后来又看到大家对海景的评价，感觉很惊讶，可以说是没有任何负面评价，大家一致说这个酒店极好，于是取消了栈桥王子改定海景，想看看到底海景靠什么取得大家的一致好评的！下面我就从海景的第一个电话谈起：我订的是7.25下午6点的飞机，到青岛大约7点左右，订酒店时在备注里写了需要酒店接机，在23日就接到酒店的电话，一个甜美的女孩和我联系了具体的接机时间还给我留了接机人员的联系电话，心里感到很舒服，25日下飞机后就看到有人举着写有我名字的牌子站在候机厅出口等着我们，一个帅气的小伙子非常礼貌的问好并极其自然的将我手中的行李接了过去，上了酒店的接送车后司机师傅马上递上了凉凉的毛巾和矿泉水，想的真是周到！一路欣赏青岛的夜景，大概行驶了40分钟左右抵达酒店，车还没停就看到大堂门口站着一位身穿西装的小伙子在等着，后来知道这个小伙子是专门接待我们的，下车后马上就有行李员把我们的行李装上推车，我按照惯例准备到大堂登记，结果小伙子直接把我们引导到房间了，所有的登记工作都由他帮我们完成，真的感到很舒服，第一印象非常好。房间很舒适，我订的是行政房2712，各项设施很齐全，房间里播放着舒缓的背景音乐，看得出酒店很用心，不一会就有服务员送来了橙汁和毛巾，还赠送了一对小玩偶，孩子很喜欢，后来发现原来每天都赠送玩偶和水果还有小点心，结果把宝宝高兴的不得了，回家时光是玩偶就装了一口袋。服务方面更是没得说，房间服务非常及时和细心，在餐厅吃饭时服务员特地给宝宝拿来儿童专用的可爱的卡通餐具，有一天宝宝有点发烧，酒店很快就派了医生上来，给开了药，晚饭考虑到怕宝宝受不了空调，就叫了送餐服务，结果晚饭送来后发现酒店给加了一大碗银耳粥、一大盘薯条还有一碗姜汤，宝宝吃得兴高采烈，病马上好了一半，第二天服务员看到我们还问候宝宝的病情呢，让人感觉很温暖。有一天晚饭时我因为吸烟过多有轻微咳嗽，不一会服务员就端上一碗银耳粥给我，告诉我可以减轻咳嗽，还有，最后一天吃早饭时，宝宝因为头天傍晚和妈妈去海边找小螃蟹时腿上被蚊子咬了一个小包包，我们自己都没在意，可是服务员看到宝宝抓痒后主动送来了消毒的碘敷和风油精还帮宝宝擦药，令我们做父母的汗颜。5天的假期很快就要结束了，我问宝宝，回家好不好？宝宝说：不想回家，还想在酒店住下去。童言无忌、童言无欺！在海景的五天我很感动，海景的员工真正的体现出海景的企业文化，如果说海景的硬件是5星级，那么海景的服务绝对是7星级。海景是青岛的骄傲，也是我们中国的骄傲！,回来 2 天 ， 忙 ， 没 来得及 评价 ， 今天 周末 得闲 谈谈 入住 海景 酒店 感触 。 7.25 --- 7.30 入住 海景 ， 因为 家里人 度假 ， 加之 孩子 比较 小 （ 5 岁 ） ， 所以 决定 去 青岛 度假 时 上网 查 青岛 酒店 情况 ， 原来 定 栈桥 王子 酒店 ， 后来 又 看到 大家 对 海景 评价 ， 感觉 惊讶 ， 可以 说 没有 任何 负面 评价 ， 大家 一致 说 这个 酒店 极好 ， 于是 取消 栈桥 王子 改定 海景 ， 想 看看 到底 海景 靠 什么 取得 大家 一致 好评 ！ 下面 从 海景 第一个 电话 谈起 ： 我订 7.25 下午 6 点 飞机 ， 到 青岛 大约 7 点 左右 ， 订 酒店 时 备注 里 写 需要 酒店 接机 ， 23 日 接到 酒店 电话 ， 一个 甜美 女孩 联系 具体 接机 时间 还给 我留 接机 人员 联系电话 ， 心里 感到 舒服 ， 25 日下 飞机 后 看到 有人 举着 写 名字 牌子 站 候机厅 出口 等 着 我们 ， 一个 帅气 小伙子 非常 礼貌 问好 并 极其 自然 将 手中 行李 接 过去 ， 上 酒店 接送车 后 司机 师傅 马上 递上 凉凉的 毛巾 矿泉水 ， 想 真是 周到 ！ 一路 欣赏 青岛 夜景 ， 大概 行驶 40 分钟 左右 抵达 酒店 ， 车 还 没 停 看到 大堂 门口 站 着 一位 身穿 西装 小伙子 等 着 ， 后来 知道 这个 小伙子 专门 接待 我们 ， 下车 后 马上 行李 员 把 我们 行李 装 上 推车 ， 按照 惯例 准备 到 大堂 登记 ， 结果 小伙子 直接 把 我们 引导 到 房间 ， 所有 登记 工作 由 他 帮 我们 完成 ， 真的 感到 舒服 ， 第一印象 非常 好 。 房间 舒适 ， 我订 行政 房 2712 ， 各项 设施 齐全 ， 房间 里 播放 着 舒缓 背景音乐 ， 看得出 酒店 用心 ， 不一会 服务员 送来 橙汁 毛巾 ， 还 赠送 一对 小 玩偶 ， 孩子 喜欢 ， 后来 发现 原来 每天 赠送 玩偶 水果 还有 小点心 ， 结果 把 宝宝 高兴 不得了 ， 回家 时光 玩偶 装 一口袋 。 服务 方面 更是 没得说 ， 房间 服务 非常 及时 细心 ， 餐厅 吃饭 时 服务员 特地 给 宝宝 拿来 儿童 专用 可爱 卡通 餐具 ， 一天 宝宝 有点 发烧 ， 酒店 很快 派 医生 上来 ， 给 开 药 ， 晚饭 考虑 到 怕 宝宝 受不了 空调 ， 叫 送餐 服务 ， 结果 晚饭 送来 后 发现 酒店 给加 一 大碗 银耳 粥 、 一 大盘 薯条 还有 一碗 姜汤 ， 宝宝 吃 得 兴高采烈 ， 病 马上 好 一半 ， 第二天 服务员 看到 我们 还 问候 宝宝 病情 呢 ， 让 感觉 温暖 。 一天 晚饭 时 因为 吸烟 过多 轻微 咳嗽 ， 不一会 服务员 端 上 一碗 银耳 粥 给 ， 告诉 可以 减轻 咳嗽 ， 还有 ， 最后 一天 吃 早饭 时 ， 宝宝 因为 头天 傍晚 妈妈 去 海边 找 小 螃蟹 时腿 上 被 蚊子 咬 一个 小包 包 ， 我们 自己 没 在意 ， 可是 服务员 看到 宝宝 抓痒 后 主动 送来 消毒 碘 敷 风油精 还 帮 宝宝 擦药 ， 令 我们 做 父母 汗颜 。 5 天 假期 很快 就要 结束 ， 问 宝宝 ， 回家 好不好 ？ 宝宝 说 ： 不想 回家 ， 还 想 酒店 住 下去 。 童言无忌 、 童言 无欺 ！ 海景 五天 感动 ， 海景 员工 真正 体现 出 海景 企业 文化 ， 如果说 海景 硬件 5 星级 ， 那么 海景 服务 绝对 7 星级 。 海景 青岛 骄傲 ， 我们 中国 骄傲 ！,1.0,1
环球城大酒店整体来说还是比较满意哦！房间比较宽敞，有阳台，站在阳台吹吹风很舒服。价钱稍稍贵了些，早餐一般吧！我们住了二天，还好第二天早餐喜欢吃的鸡翼吃哈哈！打扫房间服务员态度挺好的，值得表扬。可是住在亚龙湾去海边很方便，可是去市区吃饭就稍远了些。补充点评2007年11月12日：入住酒店的人也不算太多，健身房是免费的，我们也去玩了一下哈哈！,环球 城 大酒店 整体 来说 还是 比较 满意哦 ！ 房间 比较 宽敞 ， 阳台 ， 站 阳台 吹 吹风 舒服 。 价钱 稍稍 贵 些 ， 早餐 一般 吧 ！ 我们 住 二天 ， 还好 第二天 早餐 喜欢 吃 鸡翼 吃 哈哈 ！ 打扫 房间 服务员 态度 挺 好 ， 值得 表扬 。 可是 住 亚龙湾 去 海边 方便 ， 可是 去 市区 吃饭 稍远 些 。 补充 点评 2007 年 11 月 12 日 ： 入住 酒店 不算 太 多 ， 健身房 免费 ， 我们 去 玩 一下 哈哈 ！,0.1465648028820179,0
酒店地理位置还不错，离外滩、步行街都满近的。我住的是单间，不靠马路，以为会比较安静，哪知窗子外面是酒店内部的一个铁制楼梯，夜晚常有人走过，咣当直响，还有边走边唱歌的，受不了。除了前台小姐面无表情，其它都还行。,酒店 地理位置 还 不错 ， 离 外滩 、 步行街 满近 。 住 单间 ， 不靠 马路 ， 以为 会 比较 安静 ， 哪 知 窗子 外面 酒店 内部 一个 铁制 楼梯 ， 夜晚 常有 走过 ， 咣当 直响 ， 还有 边 走边 唱歌 ， 受不了 。 除了 前台 小姐 面 无表情 ， 其它 还行 。,0.0005265429325955,0
这家酒店性价比还是很高的，入住的是行政楼层单人间，给客户订的是行政楼层双人间，酒店内硬件设施很好，免费宽带上网，早餐丰盛，而且酒店更准备了免费的行政楼层下午茶和晚间鸡尾酒，虽然由于时间紧没有享用到，但给人感觉非常好。员工也很热情，服务也好。酒店距离地铁也很近，而且和一家商场紧邻，购物也很方便。唯一的缺点是我办理入住手续时，大堂办理速度比较慢，我排了将近30分钟队后被告知是行政楼层房间可以到行政楼层接待处直接办理入住手续。哎，如果能够在酒店里有直接说明就不用排这么久了。很辛苦啊~综合评价，我还是比较满意，尤其能令客户满意我也很有面子。,这家 酒店 性价比 还是 高 ， 入住 行政 楼层 单人间 ， 给 客户 订 行政 楼层 双人间 ， 酒店 内 硬件 设施 好 ， 免费 宽带 上网 ， 早餐 丰盛 ， 而且 酒店 更 准备 免费 行政 楼层 下午茶 晚间 鸡尾酒 ， 虽然 由于 时间 紧 没有 享用 到 ， 但 给 感觉 非常 好 。 员工 热情 ， 服务 也好 。 酒店 距离 地铁 近 ， 而且 一家 商场 紧邻 ， 购物 方便 。 唯一 缺点 办理 入住 手续 时 ， 大堂 办理 速度 比较慢 ， 我排 将近 30 分钟 队后 被 告知 行政 楼层 房间 可以 到 行政 楼层 接待处 直接 办理 入住 手续 。 哎 ， 如果 能够 酒店 里 直接 说明 不用 排 这么久 。 辛苦 啊 ~ 综合 评价 ， 还是 比较满意 ， 尤其 能令 客户 满意 面子 。,0.9781907176778976,1
两星级的设施(可能还没有)，四星的收费标准。真不知道四星级是怎么评下来的。和携程宣传有很大的区别。比如说有酒吧，原来是房间内食品。,两 星级 设施 ( 可能 还 没有 ) ， 四星 收费 标准 。 真不知道 四星级 怎么 评 下来 。 携程 宣传 很大 区别 。 比如说 酒吧 ， 原来 房间内 食品 。,0.0003211785051533,0
"地理位置不错,服务还可以吧,希望携程的房价以后更有竞争力一点","地理位置 不错 , 服务 还 可以 吧 , 希望 携程 房价 以后 更 竞争力 一点",0.9490238897294216,1
环境很好，早餐也不错，服务一般般，房间设施一般般。不满意的一点是对携程预订的，喜欢安排在位置不太好的房间，这好像已成许多宾馆的通病了^o^，携程的公关部门需要加强。,环境 好 ， 早餐 不错 ， 服务 一般般 ， 房间 设施 一般般 。 满意 一点 对 携程 预订 ， 喜欢 安排 位置 不太好 房间 ， 好像 已成 许多 宾馆 通病 ^ o ^ ， 携程 公关 部门 需要 加强 。,0.0004502448508488,0
"一入住,给的IC卡就打不开门,","一 入住 , 给 IC卡 打 开门 ,",0.0037698122758919,0
第N次入住了，就是方便去客户那里哈哈。还有啥说的,第 N 次 入住 ， 就是 方便 去 客户 那里 哈哈 。 还有 啥 说,0.0859951036496453,0
"前台服务态度十分恶劣,总体印象很不好.影响到出行心情.","前台 服务态度 十分 恶劣 , 总体 印象 不好 . 影响 到 出行 心情 .",0.0079820405736107,0
位置很偏，三层的小楼，实在和图片上的不符。出门要走7～8分钟到路口才能有出租车。宾馆没有电梯也就罢了，饭菜实在太难吃了！而且送餐到房间还要加收15％服务费。早上没有早餐，花了15元买了一份，端上来4个包子，2碗粥，1个鸡蛋和1杯牛奶。除了牛奶是热的其他的都是凉的。叫服务员加热，等了10分钟端来还是凉的，说是用蒸锅蒸了一下，难道不能用微波炉吗？总之，也就算个2星。严重不推荐,位置 偏 ， 三层 小楼 ， 实在 图片 上 不符 。 出门 要 走 7 ～ 8 分钟 到 路口 才能 出租车 。 宾馆 没有 电梯 罢了 ， 饭菜 实在 太 难吃 ！ 而且 送餐 到 房间 还要 加收 15 ％ 服务费 。 早上 没有 早餐 ， 花 15 元 买 一份 ， 端上来 4 个 包子 ， 2 碗 粥 ， 1 个 鸡蛋 1 杯 牛奶 。 除了 牛奶 热 其他 凉 。 叫 服务员 加热 ， 等 10 分钟 端 来 还是 凉 ， 说 用 蒸锅 蒸 一下 ， 难道 不能 用 微波炉 吗 ？ 总之 ， 就算 个 2 星 。 严重 推荐,6.661338147750939e-16,0
"坐TAXI时问司机这家酒店怎么样"",老酒店,人气旺,服务好,众口皆碑.""到酒店时感觉很温馨,我第一次来这家酒店,服务员都很热情,像认识我一样,出差这么久了,才有家的感觉!门童冒大雨去给我找车,回家时裤子都湿了,很让我感动.房间看得出,新装修过的,家私/床上用品也都是新的,可对出差已久的人来说,家的感觉是更重要的./","坐 TAXI 时问 司机 这家 酒店 怎么样 "" , 老 酒店 , 人气 旺 , 服务 好 , 众口 皆 碑 . "" 到 酒店 时 感觉 温馨 , 第一次 来 这家 酒店 , 服务员 热情 , 像 认识 一样 , 出差 这么久 , 才 有家 感觉 ! 门童 冒 大雨 去 给 找车 , 回家 时 裤子 湿 , 让 感动 . 房间 看得出 , 新装修 过 , 家私 / 床上用品 新 , 可 对 出差 已久 来说 , 家 感觉 更 重要 . /",0.9998223842516408,1
环境很不错，酒店的园林很大，很安静，也很漂亮。只是酒店的服务生清理房间的速度较慢，微笑地主动向客人问好不够。,环境 不错 ， 酒店 园林 很大 ， 安静 ， 很漂亮 。 只是 酒店 服务生 清理 房间 速度 较慢 ， 微笑 地主 动向 客人 问好 不够 。,0.9990117762847996,1
"携程这次不错，订的行政房给我免费升级到了8号楼的山景房。对于酒店，总结一下：超5星的环境4星的房间3星的设施和服务酒店分栋依山而建，酒店里有专门的散步路线图，要把整个酒店的山景从容走完至少1小时，期间山水桥路，鸟叫虫鸣，空气清新，心旷神怡！8号楼是酒店最好的一栋楼了（价格最贵），进入房间，房间宽大，落地窗外就是山景翠色。但其大床一看就知不会很舒服，床很低，床垫质量不好，床上用品虽然干净但明显成色已经旧了灰扑扑的颜色，摸上去硬邦邦的，家具电器以及卫生间用品都很一般。68一位早餐品种还是比较丰富，吃饱没问题，精致美味就谈不上了。各处的服务员态度还是很好但服务意识和服务质量应提高，酒店有宽阔的停车场，不过无论住店客人均收费。宾馆反馈2008年7月10日：您好!感谢您对红珠山宾馆提出的宝贵意见,我宾馆现已经将布草全部更换,您的意见我们已经交给相关部门进行处理,我们诚恳地期待您的下次光临!","携程 这次 不错 ， 订 行政 房给 免费 升级 到 8 号楼 山景 房 。 对于 酒店 ， 总结 一下 ： 超 5 星 环境 4 星 房间 3 星 设施 服务 酒店 分栋 依山 而建 ， 酒店 里 专门 散步 路线图 ， 要 把 整个 酒店 山景 从容 走 完 至少 1 小时 ， 期间 山水 桥路 ， 鸟叫 虫鸣 ， 空气清新 ， 心旷神怡 ！ 8 号楼 酒店 最好 一栋 楼 （ 价格 最 贵 ） ， 进入 房间 ， 房间 宽大 ， 落地窗 外 就是 山景 翠色 。 但 其大床 一看 知 不会 舒服 ， 床 低 ， 床垫 质量 不好 ， 床上用品 虽然 干净 但 明显 成色 已经 旧 灰扑扑 颜色 ， 摸上去 硬邦邦的 ， 家具 电器 以及 卫生间 用品 一般 。 68 一位 早餐 品种 还是 比较 丰富 ， 吃饱 没 问题 ， 精致 美味 谈不上 。 各处 服务员 态度 还是 好 但 服务 意识 服务质量 应 提高 ， 酒店 宽阔 停车场 ， 不过 无论 住店 客人 均 收费 。 宾馆 反馈 2008 年 7 月 10 日 ： 您好 ! 感谢您 对红 珠山 宾馆 提出 宝贵意见 , 宾馆 现 已经 将布草 全部 更换 , 您 意见 我们 已经 交给 相关 部门 进行 处理 , 我们 诚恳 地 期待 您 下次 光临 !",0.0137939425680257,0
